Determination start,Method name,ID1.Value,ID2.Value,RS01.Name,RS01.Value,RS02.Name,RS02.Value,Lab TEMP,[DELTA]ph
,pH Measure,36,,pH,,T,,,
,pH Measure,36,,pH,,T,,,
,pH Measure,37,,pH,,T,,,
,pH Measure,37,,pH,,T,,,
,pH Measure,37,,pH,,T,,,
,pH Measure,38,,pH,,T,,,
,pH Measure,38,,pH,,T,,,
,pH Measure,38,,pH,,T,,,
,pH Measure,39,,pH,,T,,,
,pH Measure,39,,pH,,T,,,
,pH Measure,39,,pH,,T,,,
,pH Measure,40,,pH,,T,,,
,pH Measure,40,,pH,,T,,,
,pH Measure,40,,pH,,T,,,
,pH Measure,CC,,pH,,T,,,
,pH Measure,41,,pH,,T,,,
,pH Measure,41,,pH,,T,,,
,pH Measure,41,,pH,,T,,,
,pH Measure,42,,pH,,T,,,
,pH Measure,42,,pH,,T,,,
,pH Measure,42,,pH,,T,,,
,pH Measure,43,,pH,,T,,,
,pH Measure,43,,pH,,T,,,
,pH Measure,43,,pH,,T,,,
,pH Measure,44,,pH,,T,,,
,pH Measure,44,,pH,,T,,,
,pH Measure,44,,pH,,T,,,
,pH Measure,45,,pH,,T,,,
,pH Measure,45,,pH,,T,,,
,pH Measure,45,,pH,,T,,,
,pH Measure,46,,pH,,T,,,
,pH Measure,46,,pH,,T,,,
,pH Measure,46,,pH,,T,,,
,pH Measure,47,,pH,,T,,,
,pH Measure,47,,pH,,T,,,
,pH Measure,47,,pH,,T,,,
,pH Measure,48,,pH,,T,,,
,pH Measure,48,,pH,,T,,,
,pH Measure,48,,pH,,T,,,
,pH Measure,49,,pH,,T,,,
,pH Measure,49,,pH,,T,,,
,pH Measure,49,,pH,,T,,,
,pH Measure,50,,pH,,T,,,
,pH Measure,50,,pH,,T,,,
,pH Measure,50,,pH,,T,,,
,pH Measure,51,,pH,,T,,,
,pH Measure,51,,pH,,T,,,
,pH Measure,51,,pH,,T,,,
,pH Measure,52,,pH,,T,,,
,pH Measure,52,,pH,,T,,,
,pH Measure,52,,pH,,T,,,
,pH Measure,53,,pH,,T,,,
,pH Measure,53,,pH,,T,,,
,pH Measure,53,,pH,,T,,,
,pH Measure,54,,pH,,T,,,
,pH Measure,54,,pH,,T,,,
,pH Measure,54,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,T,,,
,pH Measure,,,pH,,,,,
